record_id,run_id,action_ap_round,raw_ap_at_action_round,teacher_policy,teacher_model,label_kind,source_csv,source_sha256,n_clients,max_cpu,second_highest_cpu,cpu_spread,frac_non_iid,frac_new_data,has_delay_clients,workload,prev_cs,prev_mc,prev_hdh,rs_cs_on,rs_mc_on,rs_hdh_on,round_idx,rounds_remaining,val_f1,total_round_time,train_mean,train_min,train_max,comm_mean,comm_min,comm_max,jsd,f1_over_time,comm_frac,d_f1,d_total_time,d_train_mean,d_comm_mean,d_jsd,f1_mean,f1_last3,f1_last5,f1_slope,traintime_mean,traintime_last3,traintime_last5,traintime_slope,commtime_mean,commtime_last3,commtime_last5,commtime_slope,totaltime_mean,totaltime_last3,totaltime_last5,totaltime_slope,y_cs_applied,y_mc_applied,y_hdh_applied
r2_d2,fashionmnist__cnn16k/few-shot deepseek/r2,3,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r2.csv,44efe653198b5c1f2fdbd734c85f220b55a58813b0ddd393be9b794a2bdc795f,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,2,8,0.7259,96.31,30.918,15.57,63.54,21.940000000000005,9.64,42.6,0.0,0.007537119717578652,0.22780604298619048,,,,,,0.7259,0.7259,0.7259,0.0,30.918,31.833333333333332,30.918,5.432499999999999,21.940000000000005,28.679999999999996,21.940000000000005,4.095,96.31,96.31,96.31,0.0,OFF,OFF,OFF
r2_d3,fashionmnist__cnn16k/few-shot deepseek/r2,4,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r2.csv,44efe653198b5c1f2fdbd734c85f220b55a58813b0ddd393be9b794a2bdc795f,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,3,7,0.7392,116.09,51.63199999999999,33.71,84.69,32.88,13.93,58.95,0.0,0.0063674735119303985,0.28322852958911193,0.013299999999999979,19.78,20.71399999999999,10.939999999999998,0.0,0.73255,0.73255,0.73255,0.013299999999999979,41.27499999999999,52.80666666666667,51.63199999999999,4.764444444444444,27.410000000000004,44.623333333333335,32.88,1.6622222222222223,106.2,106.2,106.2,19.78,OFF,OFF,OFF
r2_d4,fashionmnist__cnn16k/few-shot deepseek/r2,5,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r2.csv,44efe653198b5c1f2fdbd734c85f220b55a58813b0ddd393be9b794a2bdc795f,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,4,6,0.8079,134.94,69.42,51.3,103.59,35.622,12.41,68.42,0.0,0.0059871053801689635,0.263983992885727,0.06869999999999998,18.849999999999994,17.78800000000001,2.7419999999999973,0.0,0.7576666666666667,0.7576666666666667,0.7576666666666667,0.04099999999999998,50.65666666666666,69.08,69.42,4.412857142857143,30.147333333333336,48.903333333333336,35.622,1.070714285714286,115.78000000000002,115.78000000000002,115.78000000000002,19.314999999999998,OFF,OFF,OFF
r2_d5,fashionmnist__cnn16k/few-shot deepseek/r2,6,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r2.csv,44efe653198b5c1f2fdbd734c85f220b55a58813b0ddd393be9b794a2bdc795f,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,5,5,0.7916,155.81,88.706,68.61,122.33,40.14,14.12,71.26,0.0,0.005080546819844683,0.25762146203709646,-0.01629999999999998,20.870000000000005,19.286,4.518000000000001,0.0,0.76615,0.7795666666666666,0.76615,0.021899999999999992,60.169,89.44999999999999,88.706,4.237894736842105,32.6455,52.86000000000001,40.14,0.7521052631578947,125.78750000000001,135.61333333333334,125.78750000000001,19.833333333333332,OFF,OFF,OFF
r2_d6,fashionmnist__cnn16k/few-shot deepseek/r2,7,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r2.csv,44efe653198b5c1f2fdbd734c85f220b55a58813b0ddd393be9b794a2bdc795f,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,6,4,0.8052,171.54,108.93999999999998,88.97,141.53,36.236000000000004,14.21,74.95,0.0,0.004693948933193424,0.21123936108196342,0.013600000000000056,15.72999999999999,20.23399999999998,-3.9039999999999964,0.0,0.77396,0.8015666666666666,0.77396,0.01982500000000001,69.9232,108.08666666666666,108.93999999999998,4.155,33.363600000000005,47.04333333333333,36.236000000000004,0.56625,134.93800000000002,154.09666666666666,134.93800000000002,18.807499999999997,OFF,OFF,OFF
r2_d7,fashionmnist__cnn16k/few-shot deepseek/r2,8,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r2.csv,44efe653198b5c1f2fdbd734c85f220b55a58813b0ddd393be9b794a2bdc795f,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,7,3,0.8144,190.31,128.578,104.21,160.66,34.804,13.46,49.07,0.0,0.004279333718669539,0.18288056329147181,0.009199999999999986,18.77000000000001,19.63800000000002,-1.4320000000000022,0.0,0.7807000000000001,0.8037333333333333,0.79166,0.017700000000000004,79.699,126.23666666666668,128.578,4.098275862068966,33.603666666666676,41.78333333333333,34.804,0.45689655172413796,144.16666666666666,172.55333333333337,153.738,18.8,OFF,OFF,OFF
r2_d8,fashionmnist__cnn16k/few-shot deepseek/r2,9,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r2.csv,44efe653198b5c1f2fdbd734c85f220b55a58813b0ddd393be9b794a2bdc795f,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,8,2,0.822,200.44,143.328,122.04,167.64,37.007999999999996,14.73,63.43,0.0,0.004100977848732788,0.18463380562761922,0.00759999999999994,10.129999999999995,14.75,2.2039999999999935,0.0,0.7866000000000001,0.8138666666666667,0.80822,0.01601666666666666,88.78885714285714,138.24666666666667,143.328,3.700882352941176,34.09000000000001,47.419999999999995,37.007999999999996,0.42705882352941177,152.2057142857143,187.42999999999998,170.608,17.355,OFF,OFF,OFF
r2_d9,fashionmnist__cnn16k/few-shot deepseek/r2,10,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r2.csv,44efe653198b5c1f2fdbd734c85f220b55a58813b0ddd393be9b794a2bdc795f,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,9,1,0.7998,217.39,163.632,143.81,182.93,36.748,24.13,46.0,0.0,0.003679102074612448,0.1690418142508855,-0.022199999999999998,16.94999999999999,20.304000000000002,-0.259999999999998,0.0,0.7882500000000001,0.8120666666666666,0.8066000000000001,0.010557142857142852,98.14424999999999,162.4,163.632,3.6184615384615384,34.422250000000005,40.016666666666666,36.748,0.45974358974358975,160.35375,202.71333333333334,187.098,17.297142857142855,OFF,OFF,OFF
r3_d1,fashionmnist__cnn16k/few-shot deepseek/r3,2,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,1,9,,,,,,,,,,,,,,,,,0.6636,0.6636,0.6636,0.0,30.157999999999998,30.42,30.157999999999998,4.635000000000002,24.145999999999997,32.79,24.145999999999997,3.7450000000000006,91.07,91.07,91.07,0.0,OFF,OFF,OFF
r3_d2,fashionmnist__cnn16k/few-shot deepseek/r3,3,"{OFF,OFF,OFF,OFF,OFF,ON}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,2,8,0.6636,91.07,30.157999999999998,14.38,59.77,24.145999999999997,8.74,48.15,0.0,0.007286702536510377,0.26513670802679257,,,,,,0.6636,0.6636,0.6636,0.0,30.157999999999998,30.42,30.157999999999998,4.635000000000002,24.145999999999997,32.79,24.145999999999997,3.7450000000000006,91.07,91.07,91.07,0.0,OFF,OFF,ON
r3_d3,fashionmnist__cnn16k/few-shot deepseek/r3,4,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,ON,,,0,3,7,0.7582,109.46,49.416000000000004,30.76,79.12,35.800000000000004,14.01,68.12,0.0,0.006926731226018637,0.32706011328339124,0.09460000000000002,18.39,19.258000000000006,11.654000000000007,0.0,0.7109,0.7109,0.7109,0.09460000000000002,39.787,49.873333333333335,49.416000000000004,4.210000000000001,29.972999999999995,49.56333333333333,35.800000000000004,1.5655555555555558,100.26499999999999,100.26499999999999,100.26499999999999,18.39,OFF,OFF,OFF
r3_d4,fashionmnist__cnn16k/few-shot deepseek/r3,5,"{OFF,OFF,OFF,OFF,OFF,ON}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,1,4,6,0.7844,421.48,94.85,13.14,269.76,32.576,3.48,67.41,0.0,0.0018610610230615924,0.07728955110562778,0.0262,312.02000000000004,45.43399999999999,-3.2240000000000038,0.0,0.7353999999999999,0.7353999999999999,0.7353999999999999,0.06040000000000001,58.141333333333336,144.87666666666667,94.85,16.32357142857143,30.84066666666666,50.923333333333325,32.576,2.2707142857142855,207.33666666666667,207.33666666666667,207.33666666666667,165.205,OFF,OFF,ON
r3_d5,fashionmnist__cnn16k/few-shot deepseek/r3,6,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,ON,,,0,5,5,0.8033,159.37,91.296,69.96,125.48,37.989999999999995,13.82,79.04,0.0,0.005040471857940642,0.23837610591704833,0.018900000000000028,-262.11,-3.553999999999988,5.413999999999994,0.0,0.752375,0.7819666666666666,0.752375,0.04656666666666668,66.43,91.33666666666666,91.296,4.434210526315789,32.62799999999999,48.64333333333334,37.989999999999995,0.9152631578947369,195.345,230.10333333333335,195.345,22.76666666666667,OFF,OFF,OFF
r3_d6,fashionmnist__cnn16k/few-shot deepseek/r3,7,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,1,6,4,0.8118,176.27,108.46399999999998,86.85,140.3,36.356,14.7,73.81,0.0,0.0046054348442729895,0.2062517728484711,0.008499999999999952,16.900000000000006,17.167999999999978,-1.6339999999999932,0.0,0.7642599999999999,0.7998333333333333,0.7642599999999999,0.03705,74.8368,107.08,108.46399999999998,4.127916666666668,33.373599999999996,45.50666666666667,36.356,0.5783333333333334,191.53,252.37333333333333,191.53,21.300000000000004,OFF,OFF,OFF
r3_d7,fashionmnist__cnn16k/few-shot deepseek/r3,8,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,2,7,3,0.8389,190.45,127.144,108.77,158.58,36.61,14.21,67.02,0.0,0.00440483066421633,0.19222893147807824,0.027100000000000013,14.179999999999978,18.68000000000002,0.2539999999999978,0.0,0.7767,0.818,0.79932,0.03506,83.55466666666665,125.52333333333335,127.144,4.046551724137932,33.913,44.849999999999994,36.61,0.47448275862068967,191.35,175.36333333333332,211.406,19.875999999999998,OFF,OFF,OFF
r3_d8,fashionmnist__cnn16k/few-shot deepseek/r3,9,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,3,8,2,0.821,220.15,140.36,114.06,165.3,43.99,14.11,80.07,0.0,0.003729275493981376,0.19981830570065864,-0.017900000000000027,29.700000000000017,13.216000000000008,7.380000000000003,0.0,0.7830285714285713,0.8239000000000001,0.8118799999999998,0.02623333333333333,91.66971428571428,133.9466666666667,140.36,3.582058823529412,35.35257142857142,59.41,43.99,0.42,195.46428571428572,195.62333333333333,233.544,21.513333333333335,OFF,OFF,OFF
r3_d9,fashionmnist__cnn16k/few-shot deepseek/r3,10,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r3.csv,41c0703065592d1b11802764b8fe45404c802ca25ec085fda229a1ee15da098a,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,4,9,1,0.8133,256.76,160.41400000000002,142.03,182.73,56.022000000000006,23.48,94.24,0.0,0.003167549462533105,0.21818819130705722,-0.007699999999999929,36.609999999999985,20.054000000000002,12.032000000000004,0.0,0.7868124999999999,0.8243999999999999,0.8176599999999998,0.021385714285714293,100.26275,160.00666666666666,160.41400000000002,3.628205128205128,37.93624999999999,69.62333333333333,56.022000000000006,0.42179487179487185,203.12625,222.45333333333335,200.59999999999997,23.669999999999998,OFF,OFF,OFF
r4_d1,fashionmnist__cnn16k/few-shot deepseek/r4,2,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,1,9,,,,,,,,,,,,,,,,,0.7373,0.7373,0.7373,0.0,29.692,30.88,29.692,5.525,25.21,33.59666666666667,25.21,4.2275,95.26,95.26,95.26,0.0,OFF,OFF,OFF
r4_d2,fashionmnist__cnn16k/few-shot deepseek/r4,3,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,2,8,0.7373,95.26,29.692,14.65,61.84,25.21,11.17,41.45,0.0,0.007739869829939113,0.26464413184967456,,,,,,0.7373,0.7373,0.7373,0.0,29.692,30.88,29.692,5.525,25.21,33.59666666666667,25.21,4.2275,95.26,95.26,95.26,0.0,OFF,OFF,OFF
r4_d3,fashionmnist__cnn16k/few-shot deepseek/r4,4,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,3,7,0.7824,112.29,48.784000000000006,31.5,80.79,26.734,14.48,54.01,0.0,0.00696767298958055,0.23807997150235996,0.04510000000000003,17.03,19.092000000000006,1.524000000000001,0.0,0.7598499999999999,0.7598499999999999,0.7598499999999999,0.04510000000000003,39.238,49.48,48.784000000000006,4.561111111111112,25.971999999999998,34.28,26.734,1.647777777777778,103.775,103.775,103.775,17.03,OFF,OFF,OFF
